model,prefill,budget,acceptance_rate,avg_generated_token7b-128k,3100,0.1,0.6059322033898306,2.4237288135593222
7b-128k,3100,0.1,0.6120689655172413,2.4482758620689653
7b-128k,31000,0.1,0.8863636363636364,3.5454545454545454
7b-128k,31000,0.1,0.8863636363636364,3.5454545454545454
7b-128k,31000,0.1,0.8138297872340425,3.25531914893617
7b-128k,31000,0.1,0.9642857142857143,3.857142857142857
7b-128k,5000,0.1,0.34011627906976744,1.3604651162790697
7b-128k,5000,0.1,0.20454545454545456,0.8181818181818182
7b-128k,5000,0.1,0.24019607843137256,0.9607843137254902
7b-128k,5000,0.1,0.6059322033898306,2.4237288135593222
7b-128k,128000,0.1,0.2012987012987013,1.6103896103896105
7b-128k,128000,0.1,0.3246753246753247,1.6233766233766234
7b-128k,128000,0.1,0.3829113924050633,1.5316455696202531
7b-128k,12800,0.1,0.4025974025974026,1.6103896103896105
7b-128k,31000,0.1,0.008689839572192513,0.06951871657754011
7b-128k,31000,0.1,0.19967532467532467,1.5974025974025974
7b-128k,31000,0.1,0.7908163265306123,3.163265306122449
7b-128k,31000,0.1,0.7908163265306123,3.163265306122449
7b-128k,31000,0.1,0.597457627118644,2.389830508474576
7b-128k,31000,0.1,0.48188405797101447,1.9275362318840579
7b-128k,31000,0.1,0.7908163265306123,3.163265306122449
7b-128k,31000,0.1,0.7307692307692307,2.923076923076923
7b-128k,31000,0.1,0.8920454545454546,3.5681818181818183
7b-128k,31000,0.1,0.8611111111111112,3.4444444444444446
7b-128k,31000,0.1,0.7908163265306123,3.163265306122449
7b-128k,31000,0.1,0.6759259259259259,2.7037037037037037
7b-128k,31000,0.1,0.8920454545454546,3.5681818181818183
7b-128k,31000,0.1,0.8369565217391305,3.347826086956522
7b-128k,31000,0.1,0.7908163265306123,3.163265306122449
7b-128k,31000,0.1,0.8920454545454546,3.5681818181818183
7b-128k,31000,0.1,0.9186046511627907,3.6744186046511627
7b-128k,31000,0.1,0.8611111111111112,3.4444444444444446
7b-128k,12800,0.1,0.7401960784313726,2.9607843137254903
7b-128k,128000,0.1,0.76,3.04
7b-128k,128000,0.1,0.9244186046511628,3.697674418604651
